App,Category,Rating,Reviews,Installs,Type,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Reviews_numeric,Reviews_isnull,Price Numerical,Positive Ratio
Google PDF Viewer,PRODUCTIVITY,4.2,226456.0,"10,000,000+",Free,Everyone,Productivity,2017-10-09,Varies with device,Varies with device,226456.0,False,0.0,0.55
Calculator - unit converter,PRODUCTIVITY,4.7,287250.0,"50,000,000+",Free,Everyone,Productivity,2018-05-09,Varies with device,Varies with device,287250.0,False,0.0,1.0
Google Keep,PRODUCTIVITY,4.4,691474.0,"100,000,000+",Free,Everyone,Productivity,2018-08-06,Varies with device,Varies with device,691474.0,False,0.0,0.675
Archos File Manager,PRODUCTIVITY,4.0,2131.0,"5,000,000+",Free,Everyone,Productivity,2016-04-22,4.1.4,4.1 and up,2131.0,False,0.0,0.45161290322580644
ASUS SuperNote,PRODUCTIVITY,4.5,26559.0,"10,000,000+",Free,Everyone,Productivity,2017-04-14,Varies with device,Varies with device,26559.0,False,0.0,0.6086956521739131
HTC File Manager,PRODUCTIVITY,4.2,13500.0,"10,000,000+",Free,Everyone,Productivity,2017-12-11,Varies with device,Varies with device,13500.0,False,0.0,0.23809523809523808
Dropbox,PRODUCTIVITY,4.4,1861310.0,"500,000,000+",Free,Everyone,Productivity,2018-08-01,Varies with device,Varies with device,1861310.0,False,0.0,0.6052631578947368
ASUS Quick Memo,PRODUCTIVITY,4.5,23089.0,"10,000,000+",Free,Everyone,Productivity,2018-04-11,1.10.0.33_180403,5.0 - 8.0,23089.0,False,0.0,0.5
HTC Calendar,PRODUCTIVITY,3.9,6949.0,"10,000,000+",Free,Everyone,Productivity,2017-12-27,Varies with device,Varies with device,6949.0,False,0.0,0.3333333333333333
ASUS Calling Screen,PRODUCTIVITY,4.2,102451.0,"10,000,000+",Free,Everyone,Productivity,2018-03-15,Varies with device,Varies with device,102451.0,False,0.0,0.375
Content Transfer,PRODUCTIVITY,4.7,19302.0,"5,000,000+",Free,Everyone,Productivity,2018-06-28,3.5.12,4.0.3 and up,19302.0,False,0.0,0.55
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488396.0,"100,000,000+",Free,Everyone,Productivity,2018-08-03,Varies with device,Varies with device,1488396.0,False,0.0,0.6794871794871795
HTC Mail,PRODUCTIVITY,3.1,6572.0,"10,000,000+",Free,Everyone,Productivity,2018-05-29,Varies with device,Varies with device,6572.0,False,0.0,0.6
Advanced Task Killer,PRODUCTIVITY,4.4,577059.0,"50,000,000+",Free,Everyone,Productivity,2016-08-07,2.2.1B216,2.3.3 and up,577059.0,False,0.0,0.7333333333333333
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412.0,"50,000,000+",Free,Everyone,Productivity,2018-04-13,Varies with device,Varies with device,123412.0,False,0.0,0.5588235294117647
Hacker's Keyboard,PRODUCTIVITY,4.4,41418.0,"1,000,000+",Free,Everyone,Productivity,2016-12-11,v1.39.3,2.2 and up,41418.0,False,0.0,0.9
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011.0,"500,000+",Free,Everyone,Productivity,2015-12-19,3.2.1,4.1 and up,6011.0,False,0.0,0.7142857142857143
Google Keep,PRODUCTIVITY,4.4,691474.0,"100,000,000+",Free,Everyone,Productivity,2018-08-06,Varies with device,Varies with device,691474.0,False,0.0,0.675
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298843.0,"10,000,000+",Free,Everyone,Productivity,2018-08-05,Varies with device,Varies with device,298843.0,False,0.0,0.7551020408163265
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488396.0,"100,000,000+",Free,Everyone,Productivity,2018-08-03,Varies with device,Varies with device,1488396.0,False,0.0,0.6794871794871795
Easy Voice Recorder,PRODUCTIVITY,4.4,205191.0,"10,000,000+",Free,Everyone,Productivity,2018-06-20,2.4.5,4.1 and up,205191.0,False,0.0,0.9230769230769231
Dashlane Free Password Manager,PRODUCTIVITY,4.6,73695.0,"1,000,000+",Free,Everyone,Productivity,2018-08-06,Varies with device,5.0 and up,73695.0,False,0.0,0.5
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182.0,"50,000,000+",Free,Everyone,Productivity,2018-07-02,6.4.0,4.0 and up,609182.0,False,0.0,0.5833333333333334
File Explorer,PRODUCTIVITY,4.1,979.0,"100,000+",Free,Everyone,Productivity,2013-09-30,2.1.3,2.2 and up,979.0,False,0.0,0.6086956521739131
AndroZip™ FREE File Manager,PRODUCTIVITY,4.2,277794.0,"10,000,000+",Free,Everyone,Productivity,2016-12-07,Varies with device,Varies with device,277794.0,False,0.0,0.5384615384615384
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016305.0,"100,000,000+",Free,Everyone,Productivity,2018-04-17,Varies with device,Varies with device,3016305.0,False,0.0,0.7345679012345679
Google PDF Viewer,PRODUCTIVITY,4.2,226456.0,"10,000,000+",Free,Everyone,Productivity,2017-10-09,Varies with device,Varies with device,226456.0,False,0.0,0.55
Google Slides,PRODUCTIVITY,4.2,244567.0,"100,000,000+",Free,Everyone,Productivity,2018-08-06,Varies with device,Varies with device,244567.0,False,0.0,1.0
ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017.0,"100,000,000+",Free,Everyone,Productivity,2018-06-27,Varies with device,Varies with device,2401017.0,False,0.0,0.9236641221374046
Google Keep,PRODUCTIVITY,4.4,691474.0,"100,000,000+",Free,Everyone,Productivity,2018-08-06,Varies with device,Varies with device,691474.0,False,0.0,0.675
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488397.0,"100,000,000+",Free,Everyone,Productivity,2018-08-03,Varies with device,Varies with device,1488397.0,False,0.0,0.6794871794871795
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298854.0,"10,000,000+",Free,Everyone,Productivity,2018-08-05,Varies with device,Varies with device,298854.0,False,0.0,0.7551020408163265
Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985.0,"1,000,000+",Free,Everyone,Productivity,2017-01-16,1.07.59,4.0.3 and up,8985.0,False,0.0,1.0
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840.0,"5,000,000+",Free,Everyone,Productivity,2018-05-31,1.26.2,4.0.3 and up,60840.0,False,0.0,0.5
DigiCal Calendar Agenda,PRODUCTIVITY,4.4,133573.0,"5,000,000+",Free,Everyone,Productivity,2018-07-03,Varies with device,Varies with device,133573.0,False,0.0,0.6956521739130435
Business Calendar 2,PRODUCTIVITY,4.6,102594.0,"5,000,000+",Free,Everyone,Productivity,2018-07-23,2.30.1,4.1 and up,102594.0,False,0.0,0.72
G Cloud Backup,PRODUCTIVITY,4.6,267189.0,"5,000,000+",Free,Everyone,Productivity,2018-04-29,Varies with device,Varies with device,267189.0,False,0.0,0.8275862068965517
Dropbox,PRODUCTIVITY,4.4,1861309.0,"500,000,000+",Free,Everyone,Productivity,2018-08-01,Varies with device,Varies with device,1861309.0,False,0.0,0.6052631578947368
Amazon Drive,PRODUCTIVITY,4.4,18669.0,"1,000,000+",Free,Everyone,Productivity,2018-01-08,1.9.1.147.0-google,4.2 and up,18669.0,False,0.0,0.5
Baby Panda Learns Shapes,PARENTING,4.0,3789.0,"1,000,000+",Free,Everyone,Parenting;Education,2018-06-21,8.25.10.00,4.0.3 and up,3789.0,False,0.0,0.5135135135135135
Family Album Mitene: Private Photo & Video Sharing,PARENTING,4.7,34336.0,"1,000,000+",Free,Everyone,Parenting,2018-07-31,Varies with device,Varies with device,34336.0,False,0.0,0.8461538461538461
Family GPS Tracker and Chat + Baby Monitor Online,PARENTING,4.4,9073.0,"500,000+",Free,Everyone,Parenting,2018-08-02,Varies with device,4.2 and up,9073.0,False,0.0,0.7567567567567568
Baby Name Together,PARENTING,4.0,464.0,"100,000+",Free,Everyone,Parenting,2018-08-06,2.3.1,5.0 and up,464.0,False,0.0,0.6756756756756757
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715.0,"500,000+",Free,Everyone,Parenting;Music & Video,2018-07-24,FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5.0 and up,2715.0,False,0.0,0.8
Baby Panda Musical Genius,PARENTING,4.0,3346.0,"1,000,000+",Free,Everyone,Parenting;Music & Video,2018-06-15,8.25.10.00,4.0.3 and up,3346.0,False,0.0,0.5945945945945946
Baby Monitor,PARENTING,4.4,5343.0,"1,000,000+",Free,Everyone,Parenting,2018-03-30,2.1.1,4.1 and up,5343.0,False,0.0,0.7714285714285715
Daniel Tiger for Parents,PARENTING,4.7,247.0,"100,000+",Free,Everyone,Parenting;Music & Video,2018-03-19,1.3.0,4.4 and up,247.0,False,0.0,1.0
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2053404.0,"50,000,000+",Free,Everyone,Weather,2018-08-06,Varies with device,Varies with device,2053404.0,False,0.0,0.71875
Free live weather on screen,WEATHER,4.4,15370.0,"1,000,000+",Free,Everyone,Weather,2018-08-02,12.2.6.3660,4.1 and up,15370.0,False,0.0,0.7631578947368421
APE Weather ( Live Forecast),WEATHER,4.3,20008.0,"5,000,000+",Free,Everyone,Weather,2018-07-03,7.1.34.28,5.0 and up,20008.0,False,0.0,0.7575757575757576
"GO Weather - Widget, Theme, Wallpaper, Efficient",WEATHER,4.5,1422858.0,"50,000,000+",Free,Everyone,Weather,2018-08-03,Varies with device,Varies with device,1422858.0,False,0.0,0.6363636363636364
HTC Weather,WEATHER,3.9,22154.0,"10,000,000+",Free,Everyone,Weather,2017-08-10,8.50.935520,4.4 and up,22154.0,False,0.0,0.5789473684210527
ForecaWeather,WEATHER,4.2,18425.0,"1,000,000+",Free,Everyone,Weather,2017-07-29,3.1.7,4.1 and up,18425.0,False,0.0,0.7631578947368421
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557.0,"1,000,000+",Free,Everyone,Video Players & Editors,2018-07-25,1.0.1,4.4 and up,7557.0,False,0.0,0.6764705882352942
HD Video Player,VIDEO_PLAYERS,4.3,1551.0,"1,000,000+",Free,Everyone,Video Players & Editors,2018-07-25,1.1,4.1 and up,1551.0,False,0.0,0.47368421052631576
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699.0,"1,000,000+",Free,Everyone,Video Players & Editors,2018-03-27,1.0,4.0.3 and up,18699.0,False,0.0,0.6774193548387096
HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484.0,"10,000,000+",Free,Everyone,Video Players & Editors,2015-12-03,7.10.621414,5.0 and up,3484.0,False,0.0,0.5135135135135135
HTC Service—Video Player,VIDEO_PLAYERS,4.2,6449.0,"5,000,000+",Free,Everyone,Video Players & Editors,2015-02-13,6.5.852058,5.0 and up,6449.0,False,0.0,0.55
Droid Zap by Motorola,VIDEO_PLAYERS,3.8,2093.0,"5,000,000+",Free,Everyone,Video Players & Editors,2015-02-03,Varies with device,Varies with device,2093.0,False,0.0,0.375
HTC Gallery,VIDEO_PLAYERS,4.1,45744.0,"10,000,000+",Free,Everyone,Video Players & Editors,2016-06-03,9.51.755029,4.4 and up,45744.0,False,0.0,0.5
BluTV,VIDEO_PLAYERS,3.9,28835.0,"1,000,000+",Free,Teen,Video Players & Editors,2018-07-26,Varies with device,Varies with device,28835.0,False,0.0,0.64
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919.0,"10,000,000+",Free,Everyone 10+,News & Magazines,2018-07-30,Varies with device,Varies with device,249919.0,False,0.0,0.5238095238095238
BBC News,NEWS_AND_MAGAZINES,4.3,296781.0,"10,000,000+",Free,Everyone 10+,News & Magazines,2018-07-24,Varies with device,Varies with device,296781.0,False,0.0,0.5873015873015873
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706.0,"1,000,000+",Free,Teen,News & Magazines,2018-08-02,2.71,4.1 and up,29706.0,False,0.0,0.7567567567567568
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080.0,"10,000,000+",Free,Everyone 10+,News & Magazines,2018-08-06,5.17,4.4 and up,293080.0,False,0.0,0.5803571428571429
"Dailyhunt (Newshunt) - Latest News, Viral Videos",NEWS_AND_MAGAZINES,4.3,948198.0,"50,000,000+",Free,Teen,News & Magazines,2018-07-19,Varies with device,Varies with device,948198.0,False,0.0,0.25
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071.0,"500,000+",Free,Everyone,News & Magazines,2018-07-25,5.8.0,4.1 and up,1071.0,False,0.0,0.5588235294117647
Google News,NEWS_AND_MAGAZINES,3.9,877635.0,"1,000,000,000+",Free,Teen,News & Magazines,2018-08-01,5.2.0,4.4 and up,877635.0,False,0.0,0.6666666666666666
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543.0,"500,000+",Free,Everyone,News & Magazines,2018-07-19,8.0.6,4.1 and up,2543.0,False,0.0,0.5185185185185185
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959.0,"1,000,000+",Free,Everyone,News & Magazines,2018-08-04,7.5.0,4.1 and up,2959.0,False,0.0,0.5454545454545454
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284017.0,"500,000,000+",Free,Everyone 10+,News & Magazines,2018-08-03,Varies with device,Varies with device,1284017.0,False,0.0,0.7692307692307693
BeyondPod Podcast Manager,NEWS_AND_MAGAZINES,3.9,32121.0,"1,000,000+",Free,Everyone,News & Magazines,2018-04-13,Varies with device,Varies with device,32121.0,False,0.0,0.8
Google News,NEWS_AND_MAGAZINES,3.9,877635.0,"1,000,000,000+",Free,Teen,News & Magazines,2018-08-01,5.2.0,4.4 and up,877635.0,False,0.0,0.6666666666666666
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028.0,"5,000,000+",Free,Teen,News & Magazines,2018-07-30,5.38,4.4 and up,131028.0,False,0.0,0.6619718309859155
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284017.0,"500,000,000+",Free,Everyone 10+,News & Magazines,2018-08-03,Varies with device,Varies with device,1284017.0,False,0.0,0.7692307692307693
Fast News,NEWS_AND_MAGAZINES,4.4,84957.0,"1,000,000+",Free,Everyone 10+,News & Magazines,2018-01-13,Varies with device,Varies with device,84957.0,False,0.0,0.717948717948718
Financial Times,NEWS_AND_MAGAZINES,4.2,27104.0,"1,000,000+",Free,Everyone 10+,News & Magazines,2018-08-03,2.42.1.9,4.4 and up,27104.0,False,0.0,0.6666666666666666
Digg,NEWS_AND_MAGAZINES,3.9,6105.0,"100,000+",Free,Teen,News & Magazines,2016-03-11,Varies with device,Varies with device,6105.0,False,0.0,0.5454545454545454
BBC News,NEWS_AND_MAGAZINES,4.3,296781.0,"10,000,000+",Free,Everyone 10+,News & Magazines,2018-07-24,Varies with device,Varies with device,296781.0,False,0.0,0.5873015873015873
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692.0,"10,000,000+",Free,Everyone,News & Magazines,2018-07-25,5.9.1.1347176.a3ca6ab274,4.4 and up,61692.0,False,0.0,0.375
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919.0,"10,000,000+",Free,Everyone 10+,News & Magazines,2018-07-30,Varies with device,Varies with device,249919.0,False,0.0,0.5238095238095238
Haystack TV: Local & World News - Free,NEWS_AND_MAGAZINES,4.3,3684.0,"100,000+",Free,Everyone 10+,News & Magazines,2018-08-02,Varies with device,Varies with device,3684.0,False,0.0,0.8666666666666667
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976.0,"1,000,000+",Free,Everyone 10+,News & Magazines,2018-06-06,3.19.11,5.0 and up,18976.0,False,0.0,0.2571428571428571
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677.0,"1,000,000+",Free,Everyone 10+,News & Magazines,2017-05-25,4.4.3,4.0 and up,76677.0,False,0.0,0.8611111111111112
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080.0,"10,000,000+",Free,Everyone 10+,News & Magazines,2018-08-06,5.17,4.4 and up,293080.0,False,0.0,0.5803571428571429
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292.0,"1,000,000+",Free,Everyone 10+,News & Magazines,2018-05-24,3.1.12,4.1 and up,23292.0,False,0.0,0.5142857142857142
BBC News,NEWS_AND_MAGAZINES,4.3,296781.0,"10,000,000+",Free,Everyone 10+,News & Magazines,2018-07-24,Varies with device,Varies with device,296781.0,False,0.0,0.5873015873015873
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919.0,"10,000,000+",Free,Everyone 10+,News & Magazines,2018-07-30,Varies with device,Varies with device,249919.0,False,0.0,0.5238095238095238
CBS News,NEWS_AND_MAGAZINES,4.3,23641.0,"1,000,000+",Free,Everyone 10+,News & Magazines,2018-06-29,3.9.0,4.1 and up,23641.0,False,0.0,0.0
Haystack TV: Local & World News - Free,NEWS_AND_MAGAZINES,4.3,3684.0,"100,000+",Free,Everyone 10+,News & Magazines,2018-08-02,Varies with device,Varies with device,3684.0,False,0.0,0.8666666666666667
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976.0,"1,000,000+",Free,Everyone 10+,News & Magazines,2018-06-06,3.19.11,5.0 and up,18976.0,False,0.0,0.2571428571428571
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080.0,"10,000,000+",Free,Everyone 10+,News & Magazines,2018-08-06,5.17,4.4 and up,293080.0,False,0.0,0.5803571428571429
"AOL - News, Mail & Video",NEWS_AND_MAGAZINES,4.1,62465.0,"5,000,000+",Free,Everyone 10+,News & Magazines,2018-08-02,Varies with device,Varies with device,62465.0,False,0.0,0.5151515151515151
Google News,NEWS_AND_MAGAZINES,3.9,877643.0,"1,000,000,000+",Free,Teen,News & Magazines,2018-08-01,5.2.0,4.4 and up,877643.0,False,0.0,0.6666666666666666
BaconReader for Reddit,NEWS_AND_MAGAZINES,4.5,103074.0,"1,000,000+",Free,Mature 17+,News & Magazines,2018-07-02,Varies with device,Varies with device,103074.0,False,0.0,0.7272727272727273
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028.0,"5,000,000+",Free,Teen,News & Magazines,2018-07-30,5.38,4.4 and up,131028.0,False,0.0,0.6619718309859155
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284018.0,"500,000,000+",Free,Everyone 10+,News & Magazines,2018-08-03,Varies with device,Varies with device,1284018.0,False,0.0,0.7692307692307693
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110.0,"1,000,000+",Free,Everyone,Maps & Navigation,2018-07-24,4.3,5.0 and up,14110.0,False,0.0,0.7272727272727273
Atlan3D Navigation: Korea navigator,MAPS_AND_NAVIGATION,4.2,22063.0,"1,000,000+",Free,Everyone,Maps & Navigation,2018-07-31,Varies with device,Varies with device,22063.0,False,0.0,0.6388888888888888
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014.0,"1,000,000+",Free,Everyone,Maps & Navigation,2017-11-06,2.4.1,4.0.3 and up,26014.0,False,0.0,0.6785714285714286
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865.0,"1,000,000+",Free,Everyone,Maps & Navigation,2018-08-03,10.0,4.1 and up,15865.0,False,0.0,1.0
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920.0,"5,000,000+",Free,Everyone,Maps & Navigation,2018-07-28,7.16.8,4.0.3 and up,63920.0,False,0.0,0.6944444444444444
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094.0,"1,000,000+",Free,Everyone,Maps & Navigation,2018-07-31,2.7.2,4.0 and up,16094.0,False,0.0,0.75
FindShip,MAPS_AND_NAVIGATION,4.2,23279.0,"1,000,000+",Free,Everyone,Maps & Navigation,2018-04-26,5.2.10,4.1 and up,23279.0,False,0.0,0.5294117647058824
Flashlight,TOOLS,4.5,162335.0,"10,000,000+",Free,Everyone,Tools,2018-07-06,8.10.1,4.0 and up,162335.0,False,0.0,0.8
A Call From Santa Claus!,FAMILY,3.9,3720.0,"1,000,000+",Free,Everyone,Entertainment,2016-12-04,4.2.3,4.0.3 and up,3720.0,False,0.0,0.5882352941176471
A Word A Day,FAMILY,3.7,2398.0,"500,000+",Free,Everyone,Education,2017-01-05,5.8,4.0 and up,2398.0,False,0.0,0.75
Akinator,FAMILY,4.3,1805398.0,"50,000,000+",Free,Teen,Entertainment,2018-06-11,6.5.2,4.4 and up,1805398.0,False,0.0,0.5
Dog Sim Online: Raise a Family,FAMILY,4.6,94989.0,"5,000,000+",Free,Teen,Simulation,2018-04-22,8.6,4.0 and up,94989.0,False,0.0,0.5
Agar.io,GAME,4.2,3815614.0,"100,000,000+",Free,Everyone,Action,2018-07-23,2.2.8,4.0.3 and up,3815614.0,False,0.0,0.4411764705882353
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247.0,"1,000,000+",Free,Everyone,Entertainment,2018-07-27,1.3.13,4.1 and up,10247.0,False,0.0,0.5978260869565217
A+ Mobile,FINANCE,3.9,730.0,"10,000+",Free,Everyone,Finance,2018-06-26,5.4.4,4.4 and up,730.0,False,0.0,0.6785714285714286
Angry Birds Classic,GAME,4.4,5565856.0,"100,000,000+",Free,Everyone,Arcade,2018-05-24,7.9.3,4.1 and up,5565856.0,False,0.0,0.4542124542124542
Build a Bridge!,FAMILY,4.6,263454.0,"10,000,000+",Free,Everyone,Puzzle,2018-08-02,2.1.1,4.1 and up,263454.0,False,0.0,0.5813953488372093
Find a Way: Addictive Puzzle,FAMILY,4.8,39480.0,"500,000+",Free,Everyone,Puzzle,2017-06-16,4.1.1,4.1 and up,39480.0,False,0.0,0.6333333333333333
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174.0,"10,000+",Free,Everyone,Education,2018-04-19,2.0.7,4.1 and up,174.0,False,0.0,0.896551724137931
Azar,COMMUNICATION,4.2,1092337.0,"50,000,000+",Free,Mature 17+,Communication,2018-07-24,Varies with device,Varies with device,1092337.0,False,0.0,0.41304347826086957
4 in a Row,GAME,3.8,4257.0,"500,000+",Free,Everyone,Board,2018-05-13,Varies with device,Varies with device,4257.0,False,0.0,0.85
Bubble Shooter,GAME,4.5,43576.0,"5,000,000+",Free,Everyone,Arcade,2017-09-13,4.4,2.3 and up,43576.0,False,0.0,0.6896551724137931
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3014548.0,"100,000,000+",Free,Everyone,Productivity,2018-04-17,Varies with device,Varies with device,3014548.0,False,0.0,0.7345679012345679
Google Translate,TOOLS,4.4,5741684.0,"500,000,000+",Free,Everyone,Tools,2018-08-04,Varies with device,Varies with device,5741684.0,False,0.0,1.0
Asphalt 8: Airborne,GAME,4.5,8389714.0,"100,000,000+",Free,Teen,Racing,2018-07-04,3.7.1a,4.0.3 and up,8389714.0,False,0.0,0.5342465753424658
Basketball Stars,SPORTS,4.4,867920.0,"10,000,000+",Free,Everyone,Sports,2018-07-14,1.16.2,4.0.3 and up,867920.0,False,0.0,0.4943820224719101
Colorfy: Coloring Book for Adults - Free,FAMILY,4.5,787107.0,"10,000,000+",Free,Everyone,Entertainment,2018-06-20,Varies with device,Varies with device,787107.0,False,0.0,0.6090225563909775
Amazon Shopping,SHOPPING,4.3,908525.0,"100,000,000+",Free,Teen,Shopping,2018-07-31,16.14.0.100,4.4 and up,908525.0,False,0.0,0.4888888888888889
Fake Call - Fake Caller ID,PRODUCTIVITY,4.3,154668.0,"10,000,000+",Free,Everyone,Productivity,2018-08-02,Varies with device,Varies with device,154668.0,False,0.0,0.6716417910447762
Four In A Line Free,GAME,4.3,133195.0,"5,000,000+",Free,Everyone,Board,2018-06-11,1.58,4.1 and up,133195.0,False,0.0,0.6666666666666666
Flow Free,FAMILY,4.3,1295293.0,"100,000,000+",Free,Everyone,Puzzle,2018-04-11,4.0,4.1 and up,1295293.0,False,0.0,0.6558441558441559
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088.0,"10,000,000+",Free,Everyone,Productivity,2018-07-23,4.5.19,4.4 and up,145088.0,False,0.0,0.4444444444444444
Alto's Adventure,GAME,4.6,515240.0,"10,000,000+",Free,Everyone,Action,2018-06-05,1.7.1,4.0 and up,515240.0,False,0.0,0.5885714285714285
Fortune City - A Finance App,FINANCE,4.6,49275.0,"500,000+",Free,Everyone,Finance,2018-07-17,2.0.3.1,4.4 and up,49275.0,False,0.0,0.8541666666666666
Draw A Stickman,GAME,3.4,29265.0,"1,000,000+",Free,Everyone,Adventure,2017-05-19,1.1.0,4.0.3 and up,29265.0,False,0.0,0.0
Be A Legend: Soccer,SPORTS,3.8,85763.0,"1,000,000+",Free,Everyone,Sports,2015-08-24,2.8.0.17,3.0 and up,85763.0,False,0.0,0.336734693877551
Bible,BOOKS_AND_REFERENCE,4.7,2440695.0,"100,000,000+",Free,Teen,Books & Reference,2018-08-02,Varies with device,Varies with device,2440695.0,False,0.0,0.8350515463917526
Cat Sim Online: Play with Cats,FAMILY,4.6,137198.0,"5,000,000+",Free,Everyone 10+,Simulation,2018-04-22,3.7,4.0 and up,137198.0,False,0.0,0.7377049180327869
Facebook,SOCIAL,4.1,78128208.0,"1,000,000,000+",Free,Teen,Social,2018-08-03,Varies with device,Varies with device,78128208.0,False,0.0,0.4015151515151515
Four In A Line,GAME,3.8,22191.0,"1,000,000+",Free,Everyone,Board,2015-05-04,1.10,2.3 and up,22191.0,False,0.0,0.8032786885245902
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5276983.0,"100,000,000+",Free,Everyone,Photography,2018-07-30,7.6.5,4.3 and up,5276983.0,False,0.0,0.5625
8 Ball Pool,SPORTS,4.5,14184910.0,"100,000,000+",Free,Everyone,Sports,2018-07-31,4.0.0,4.0.3 and up,14184910.0,False,0.0,0.4748858447488584
Hay Day,FAMILY,4.5,10053186.0,"100,000,000+",Free,Everyone,Casual,2018-06-28,1_39_93,4.0.3 and up,10053186.0,False,0.0,0.5573770491803278
Diary with lock,LIFESTYLE,4.6,815280.0,"10,000,000+",Free,Everyone,Lifestyle,2018-06-30,4.90,4.1 and up,815280.0,False,0.0,0.8787878787878788
Clash of Clans,FAMILY,4.6,44881447.0,"100,000,000+",Free,Everyone 10+,Strategy,2018-07-15,10.322.16,4.1 and up,44881447.0,False,0.0,0.696969696969697
Clash Royale,FAMILY,4.6,23125280.0,"100,000,000+",Free,Everyone 10+,Strategy,2018-06-27,2.3.2,4.1 and up,23125280.0,False,0.0,0.6484848484848484
C Programming,FAMILY,4.3,22248.0,"1,000,000+",Free,Everyone,Education,2015-06-28,3.0,2.3 and up,22248.0,False,0.0,0.9142857142857143
Candy Crush Saga,FAMILY,4.4,22419455.0,"500,000,000+",Free,Everyone,Casual,2018-07-05,1.129.0.2,4.1 and up,22419455.0,False,0.0,0.425
Hill Climb Racing,GAME,4.4,8921451.0,"100,000,000+",Free,Everyone,Racing,2018-07-02,1.37.2,4.2 and up,8921451.0,False,0.0,0.7045454545454546
Fruit Ninja®,GAME,4.3,5091448.0,"100,000,000+",Free,Everyone,Arcade,2018-07-12,2.6.7.487220,4.1 and up,5091448.0,False,0.0,0.7096774193548387
"DU Recorder – Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4.8,2588730.0,"50,000,000+",Free,Everyone,Video Players & Editors,2018-07-30,1.7.1.3,5.0 and up,2588730.0,False,0.0,0.7241379310344828
Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237.0,"500,000,000+",Free,Everyone,Communication,2018-07-31,37.1.206017801.DR37_RC14,4.4 and up,2083237.0,False,0.0,0.8333333333333334
